,Geography,Geographic_Area_Name,Total,Total_Male,Total_Male_Under_5_years,Total_Male_5_to_9_years,Total_Male_10_to_14_years,Total_Male_15_to_17_years,Total_Male_18_and_19_years,Total_Male_20_years,Total_Male_21_years,Total_Male_22_to_24_years,Total_Male_25_to_29_years,Total_Male_30_to_34_years,Total_Male_35_to_39_years,Total_Male_40_to_44_years,Total_Male_45_to_49_years,Total_Male_50_to_54_years,Total_Male_55_to_59_years,Total_Male_60_and_61_years,Total_Male_62_to_64_years,Total_Male_65_and_66_years,Total_Male_67_to_69_years,Total_Male_70_to_74_years,Total_Male_75_to_79_years,Total_Male_80_to_84_years,Total_Male_85_years_and_over,Total_Female,Total_Female_Under_5_years,Total_Female_5_to_9_years,Total_Female_10_to_14_years,Total_Female_15_to_17_years,Total_Female_18_and_19_years,Total_Female_20_years,Total_Female_21_years,Total_Female_22_to_24_years,Total_Female_25_to_29_years,Total_Female_30_to_34_years,Total_Female_35_to_39_years,Total_Female_40_to_44_years,Total_Female_45_to_49_years,Total_Female_50_to_54_years,Total_Female_55_to_59_years,Total_Female_60_and_61_years,Total_Female_62_to_64_years,Total_Female_65_and_66_years,Total_Female_67_to_69_years,Total_Female_70_to_74_years,Total_Female_75_to_79_years,Total_Female_80_to_84_years,Total_Female_85_years_and_over
696,0500000US48099,"Coryell County, Texas",75951,38137,2706,2106,2712,1478,1791,2148,457,1857,3537,3354,2714,1791,2708,2334,1468,630,726,415,417,1041,541,613,593,37814,2504,2698,2078,792,1252,906,264,1376,3622,3798,2943,2569,2533,2267,2216,586,933,648,933,1128,854,492,422
697,0500000US48113,"Dallas County, Texas",2635516,1300046,98032,83028,109925,55514,35300,15987,20521,54738,114358,106056,91997,87315,81266,78030,76401,26885,38680,20057,26694,34576,20624,12885,11177,1335470,94346,90153,95062,54098,33344,15192,17184,58365,114431,103280,94887,86096,85787,78504,79142,29118,40750,23378,29739,44181,28146,18810,21477
698,0500000US48121,"Denton County, Texas",887207,434510,28048,28877,33416,19453,11807,6351,5664,16412,31690,32882,32557,33550,33817,29657,29842,8728,10395,7500,8348,12029,7193,3500,2794,452697,26378,29097,30826,19362,13171,4849,6014,18230,32611,33969,37069,32621,34382,29291,30168,9181,12766,7512,10675,14419,9703,5431,4972
699,0500000US48135,"Ector County, Texas",166223,84643,7338,8141,6296,3721,2408,1046,914,3662,7782,7485,5547,6643,4201,4273,4372,1214,2668,1486,1226,2325,1006,494,395,81580,7393,7961,5829,3657,1634,1663,952,2937,7249,6313,6737,3709,4374,4292,4034,2054,1855,622,2155,1560,2003,1029,1568
700,0500000US48139,"Ellis County, Texas",184826,92033,6481,6703,7591,4561,2400,1050,1803,3683,5165,5754,7315,5045,6646,5669,6148,2690,2913,1846,2819,2316,1735,983,717,92793,5771,6649,6949,3987,2513,984,1184,3455,5437,6443,6458,6191,5807,5978,5759,2032,4343,1975,2946,2357,2362,1840,1373
701,0500000US48141,"El Paso County, Texas",839238,414607,30733,32283,32076,18845,14141,8735,7876,20487,36348,30847,27528,23363,24761,21335,21275,7577,11885,6997,7929,12133,7341,5215,4897,424631,29591,31262,30929,18580,12134,5654,4968,20693,32496,27656,26760,25966,26650,24047,23679,8919,13822,7590,11097,14834,10502,7426,9376
702,0500000US48157,"Fort Bend County, Texas",811688,398477,27499,31684,34164,20098,9240,6466,6367,12075,22291,23929,26721,32612,30123,25773,22424,11853,12104,8795,9570,11212,7892,3640,1945,413211,26677,31523,30662,19435,10098,3264,5982,13558,22886,26844,33198,31310,31557,26338,22796,9606,16332,8121,10021,14608,8868,4368,5159
703,0500000US48167,"Galveston County, Texas",342139,167162,9901,11731,11783,7728,5255,1944,2784,4737,11113,12499,10676,10344,11935,9276,11387,4913,5862,3754,5149,6299,4085,2188,1819,174977,11670,10489,11986,7006,4059,2667,2438,4827,11385,11733,9596,13147,12171,10557,11600,5073,6685,4464,5005,7069,5110,3299,2941
704,0500000US48181,"Grayson County, Texas",136212,66435,4192,4285,5535,2760,2637,911,1198,1811,4033,3568,3557,4999,3576,3614,5265,1831,1865,1667,1793,2830,1967,1829,712,69777,4005,4814,4200,2188,885,1003,1007,2935,3989,3423,4653,4036,3965,4625,4343,2615,2652,1699,2779,3320,2743,1440,2458
705,0500000US48183,"Gregg County, Texas",123945,60385,4147,4455,4931,3214,1940,541,1006,1970,4770,3946,3897,3485,3605,3042,3110,1878,2093,697,1953,2580,1231,738,1156,63560,4312,4704,3635,2408,1478,422,521,3038,4679,3880,4707,3979,3268,3476,3970,1806,1898,1906,1944,2535,2048,1867,1079
706,0500000US48187,"Guadalupe County, Texas",166847,82430,5102,6360,5563,3707,2323,1258,1186,2983,4758,5704,5891,6589,5158,5619,4937,1748,2971,1683,1811,3054,1511,1447,1067,84417,4970,6664,5660,3278,2144,1005,605,2950,5216,5927,6354,5176,5759,5675,5329,2625,2471,1582,2251,3527,2519,1684,1046
707,0500000US48201,"Harris County, Texas",4713325,2339629,177082,172921,180289,103599,62898,32621,30392,95340,190723,189266,181253,159849,151899,136707,127546,47498,71823,40237,48857,60188,41864,20975,15802,2373696,170864,158715,182768,99202,59007,27714,30023,96401,189063,184535,178560,155611,155403,139504,130170,54571,75592,39814,57727,74901,50150,31879,31522
708,0500000US48203,"Harrison County, Texas",66553,32369,1022,2596,3292,1542,962,857,170,791,2112,1616,1542,2180,2141,2133,2121,764,1095,541,1311,1436,850,858,437,34184,2069,2532,2646,886,469,544,267,1498,1781,2602,1907,2078,1782,2069,2780,673,1004,912,1233,1447,1397,603,1005
709,0500000US48209,"Hays County, Texas",230191,113635,7272,7539,7259,4329,5799,3175,2635,6436,8514,8349,8869,7090,7242,6007,5416,2199,3549,1114,3185,3747,1563,1807,540,116556,6530,6039,9426,4505,7084,2648,4619,5651,7472,7581,7897,8018,6835,5954,6922,2858,2816,2243,2368,3938,1772,1935,1445
710,0500000US48213,"Henderson County, Texas",82737,40222,1864,1840,3274,1646,1207,362,382,1570,2863,2733,1944,1955,1902,2667,2520,1298,1612,1307,1039,2621,1495,1243,878,42515,1964,2541,2110,1573,1035,402,608,1041,2158,2218,1581,3105,2200,2639,2642,892,2820,1322,1862,3213,1943,1674,972
711,0500000US48215,"Hidalgo County, Texas",868707,426291,37886,36891,43485,23142,14958,7361,8133,18354,32101,27687,23809,29086,25025,20682,18302,5963,9674,6994,6955,11338,8331,5279,4855,442416,37087,34600,42159,23337,14913,8908,6411,17835,29998,26875,27513,28033,27324,23119,18157,9779,11340,7847,8274,13788,11532,7596,5991
712,0500000US48231,"Hunt County, Texas",98594,48606,3129,3638,3482,2092,1709,497,769,2370,2406,2776,2491,3765,2683,3137,3274,823,3139,1085,1004,1690,1452,939,256,49988,3153,3021,3252,1932,1599,877,245,1765,3013,3332,2606,2873,2653,3332,2941,1888,2619,1136,1528,1998,1536,1671,1018
713,0500000US48245,"Jefferson County, Texas",251565,128622,8907,9088,8313,4726,3693,1630,2219,4694,10204,9792,9663,7804,8080,7587,7437,3686,5622,2835,3191,3539,3016,1547,1349,122943,8211,9081,7435,4646,2263,2012,1090,5904,8417,7651,7145,7904,6928,6998,8308,3296,4789,2990,2715,5559,3782,2683,3136
714,0500000US48251,"Johnson County, Texas",175817,88003,5414,5568,8078,4619,2285,2105,789,3027,5396,5847,6149,5325,6093,5151,5227,2305,3284,1953,1705,3107,2163,1477,936,87814,5580,5343,7504,3429,1836,750,761,3905,5199,5622,6140,5366,5937,5366,6222,2013,3175,1756,1942,3799,2709,2360,1100
715,0500000US48257,"Kaufman County, Texas",136154,67830,5137,6209,4766,3676,2435,508,612,2428,3593,4890,6849,3670,4067,4057,3776,1187,2295,1088,1230,2637,1307,1170,243,68324,4731,5931,4717,2839,1780,955,952,2716,3444,5547,5304,4525,4442,3802,3627,1258,2585,1622,1554,2479,1500,349,1665
716,0500000US48291,"Liberty County, Texas",88219,42206,2591,2936,4273,1460,1140,298,521,1375,3491,2694,3173,2348,3576,2308,2085,911,1391,517,1402,1714,1185,148,669,46013,3844,1711,4969,2074,1735,221,427,1372,3731,3172,3618,2302,2773,2283,2570,684,1581,1216,1203,1319,986,1362,860
717,0500000US48303,"Lubbock County, Texas",310569,152498,9981,10011,10530,6272,7684,4137,4193,10375,13100,10471,11104,7343,7509,7405,7122,3935,4671,2290,3340,4692,3244,1732,1357,158071,10650,9309,10951,5627,7346,5152,3707,8657,12759,9706,11231,7495,7877,8302,9476,3356,4290,2694,4761,4808,4686,2630,2601
718,0500000US48309,"McLennan County, Texas",256623,125255,9286,7922,9931,5501,5768,3082,3192,6924,8461,7244,7232,7844,6616,6200,6829,2440,4357,2767,3298,3856,2864,1884,1757,131368,8112,7845,9174,5131,5581,4902,2090,5557,8875,7694,8615,6898,7313,7276,7211,3062,4615,2254,3629,5607,4869,1740,3318
719,0500000US48329,"Midland County, Texas",176832,88905,8210,6466,7850,3139,3044,389,52,4294,8118,7975,8718,5598,3593,4172,4502,1877,3206,957,1452,2185,1052,668,1388,87927,7827,8334,5396,4101,2297,973,1826,1668,7301,7227,7651,4661,4278,4529,5876,1949,1436,1824,2000,1650,1487,999,2637
720,0500000US48339,"Montgomery County, Texas",607391,299588,21070,19860,26312,13127,7139,4787,3448,9339,19511,18925,18841,23323,21175,18977,19844,7027,9886,6746,7509,10325,5089,4429,2899,307803,19233,21675,23879,13284,8637,3275,2578,11134,18155,19118,19003,24136,21275,20217,20540,9350,8000,4837,9885,12109,7883,4428,5172
721,0500000US48347,"Nacogdoches County, Texas",65204,31946,2265,2043,2013,1633,1757,441,633,2324,2513,1886,1866,1136,1149,2012,1762,663,1440,725,860,1210,912,423,280,33258,2084,1756,2394,812,2491,1405,974,1194,2881,931,1670,2451,1592,1700,1720,608,1344,802,811,1282,611,960,785
722,0500000US48355,"Nueces County, Texas",362294,179434,12734,10844,14336,7682,6109,2043,2898,7280,13315,12923,12705,11391,10278,9648,11740,3319,5648,3893,5455,6401,4789,1957,2046,182860,11553,12194,11108,7491,5245,1867,3606,6484,13232,12561,12972,10747,10497,10669,11022,4581,7214,3536,5258,7771,5740,3774,3738
723,0500000US48361,"Orange County, Texas",83396,40621,2923,2922,1946,2079,566,502,567,1391,2701,4079,2303,2138,2329,2491,3063,1073,1566,700,1519,1600,1332,684,147,42775,2617,3751,2529,1886,993,409,624,1065,2617,2801,2719,2237,2562,2889,2390,1238,1911,1033,1271,1549,1847,793,1044
724,0500000US48367,"Parker County, Texas",142878,71066,4252,5590,5075,3612,1933,335,1360,2409,3457,4327,3665,5710,4377,4697,5099,1953,2732,1624,1481,3332,1503,1576,967,71812,4397,4529,5008,3672,1189,1531,1095,1669,3621,4238,4255,4635,4508,5608,4591,2532,2778,1374,1629,4368,2297,710,1578
725,0500000US48375,"Potter County, Texas",117415,60533,5243,3615,5244,2524,1348,568,982,2697,4863,4163,4237,4620,3730,3509,3204,1126,1943,1631,1540,1152,846,883,865,56882,3474,4308,4957,2639,1456,837,550,2638,3736,4142,3498,3070,3463,3024,3113,1366,1756,908,1606,2548,1639,1208,946
726,0500000US48381,"Randall County, Texas",137713,67399,4240,4331,5146,3075,2088,1219,901,2460,4628,4743,4866,4883,4535,3135,3571,1582,2339,1884,2084,2220,1842,1048,579,70314,4397,5863,3809,2257,2418,548,1442,3024,4468,5080,4711,4578,4454,3443,3591,1484,2661,1872,2041,2648,2340,1161,2024
727,0500000US48397,"Rockwall County, Texas",104915,51826,3192,3914,4961,2191,2038,305,967,924,2326,3212,4613,3527,3968,3450,3505,1167,1668,1159,1250,1521,1400,416,152,53089,3100,3268,4448,2867,1331,273,233,1591,3135,2952,4843,3716,3404,4118,3079,1360,2415,1113,1144,1899,1404,774,622
728,0500000US48409,"San Patricio County, Texas",66730,33833,2541,2218,3033,1549,1001,178,430,1292,2359,2078,2711,1973,2038,1839,2131,651,1071,819,1187,1064,732,507,431,32897,2191,2087,2630,1437,987,312,577,1313,1608,2045,2241,2237,2298,1507,2270,922,655,952,1013,1578,1015,233,789
729,0500000US48423,"Smith County, Texas",232751,111874,7779,8062,8537,4239,4324,1474,1517,4042,8220,7881,7756,5587,6821,4872,7711,2024,3636,2324,3085,4015,2883,2795,2290,120877,7686,8336,6936,5015,3319,1261,2516,4975,8347,7876,7796,6324,7152,6428,8347,3286,3451,1417,4494,5764,3994,3319,2838
730,0500000US48439,"Tarrant County, Texas",2102515,1028238,73750,71021,86358,47711,28692,12997,13822,42597,78544,76200,75607,64937,67182,63200,62957,27146,28687,17483,19657,31456,18250,10268,9716,1074277,69940,75520,76890,46043,28892,15331,14512,40284,79913,78786,75078,73448,71349,66133,64487,24297,35526,19100,26140,36108,25767,14640,16093
731,0500000US48441,"Taylor County, Texas",138034,67164,5056,4574,5029,2477,2583,1510,1387,4109,5438,4680,3818,4513,2908,3331,3814,1902,1495,1438,1617,2020,1662,1082,721,70870,4889,3581,5481,3162,2846,1100,1328,4048,5331,4574,4500,3851,2897,3525,3911,1729,2254,1195,2756,2431,2282,1538,1661
732,0500000US48451,"Tom Green County, Texas",119200,58392,4147,3521,4280,2321,2154,1132,884,3029,4689,3160,4904,3526,2857,2936,3949,1010,1426,971,2222,2139,1372,955,808,60808,3830,3787,3695,2395,2099,1404,1381,2644,4450,4738,2236,4675,3031,2973,3050,1285,3320,1204,1398,2595,1375,1583,1660
733,0500000US48453,"Travis County, Texas",1273954,642915,39393,38282,38731,21135,16952,10412,7846,22673,66213,67136,55110,51592,45387,37850,34966,12150,18516,9008,14788,15765,7937,5507,5566,631039,37376,33450,39531,22044,16906,9527,8402,22664,62045,61857,56740,42265,42652,36540,33359,14838,19976,11707,14459,17944,11027,7486,8244
734,0500000US48469,"Victoria County, Texas",92084,44370,2097,3035,3512,2303,1539,595,1036,1956,2490,2920,2999,2774,2457,2477,2902,811,1907,537,1570,1771,1367,472,843,47714,3914,3869,2585,1709,1381,869,779,1644,2674,2857,3179,2125,2921,2853,3127,1437,1437,771,1394,2532,1521,1475,661
735,0500000US48471,"Walker County, Texas",72971,43100,1529,1003,2301,867,2295,1209,2221,2602,3281,2470,3350,2857,3304,3700,2664,1074,1587,458,831,1907,777,601,212,29871,1125,731,2558,616,2356,1481,1468,1882,1473,1264,1503,1795,1809,1590,1504,616,1052,866,894,884,728,899,777
736,0500000US48479,"Webb County, Texas",276652,135317,12578,11667,13254,7332,5150,1414,3681,5703,10537,9237,8864,8122,8182,6894,6589,1430,3087,2020,2079,3106,1886,999,1506,141335,12024,12894,11963,7364,4835,3112,2405,5228,9845,8392,11332,7120,8816,7625,6917,2607,3225,2577,2979,3364,2388,1516,2807
737,0500000US48485,"Wichita County, Texas",132230,67994,4380,4489,3568,2259,2956,2277,1283,3977,5664,5170,3854,4246,3788,3712,3635,1521,2284,1372,1784,2551,1002,1592,630,64236,3877,5061,3909,2120,1528,1051,985,3499,4239,4211,3225,4046,3461,3689,5189,1171,2186,1041,2202,2269,1994,1522,1761
738,0500000US48491,"Williamson County, Texas",590551,290444,19355,22693,21328,12719,7473,4333,3252,8369,18828,21878,22778,25612,22028,17888,16019,5533,8037,4570,6292,10309,5310,3184,2656,300107,18530,18302,23420,13223,6704,2506,2906,11009,19378,22643,23961,24672,21684,18053,17102,5777,9345,6187,7077,11715,5362,5045,5506
739,0500000US48497,"Wise County, Texas",69984,35510,2249,2291,2907,1796,718,399,356,1345,2113,2293,2252,2511,2175,2146,3084,1283,812,634,821,1491,897,674,263,34474,2495,2011,2631,1199,1165,448,196,1090,1683,2344,2193,2200,2266,1975,2828,1156,1408,510,1095,1415,1340,441,385
740,0500000US49005,"Cache County, Utah",128289,63648,5191,5146,5678,2998,2708,1407,2010,4983,6068,3436,4448,3373,3140,2478,1419,927,2235,943,727,1993,1136,968,236,64641,5363,5907,4717,3390,3317,1020,3175,4446,5021,4248,4197,3513,2639,2679,2085,658,1720,1126,1202,1384,1425,727,682
741,0500000US49011,"Davis County, Utah",355481,179258,15111,17615,16346,10159,5400,3669,3360,5825,11359,12322,13596,13073,10027,8191,7561,3906,4632,3146,2997,4342,3409,1684,1528,176223,13458,16712,14594,8813,4503,1857,2254,6654,12687,13212,14442,12034,10045,8224,8964,3068,5217,2603,3125,5224,3650,2915,1968
742,0500000US49035,"Salt Lake County, Utah",1160437,581062,41653,42358,46069,25825,15666,9810,6305,24308,50781,47118,50203,38213,35927,30513,28657,11954,15940,10887,11833,15229,11001,5700,5112,579375,41402,43096,41666,27077,14224,7824,6101,26575,48585,45088,43330,40487,34138,29637,28168,11723,19413,9877,13839,18322,12475,7888,8440
743,0500000US49045,"Tooele County, Utah",72259,36554,3547,2254,4380,2051,723,292,558,1707,2574,2268,2552,2719,2643,2157,1069,1495,455,705,402,990,304,331,378,35705,2283,3799,3236,1683,1154,42,181,1181,2373,3573,2169,2682,2037,2350,2262,692,443,666,685,944,711,170,389
744,0500000US49049,"Utah County, Utah",636235,321218,30066,29221,30573,17568,12357,5942,9867,25434,27764,20108,19870,21062,14853,12387,10549,3792,6792,2800,4838,6221,4021,2511,2622,315017,28437,28390,28515,16515,13557,6530,7912,24564,25785,19118,19619,20134,14977,11897,10873,4831,6091,3383,4970,7357,4920,3613,3029
745,0500000US49053,"Washington County, Utah",177556,87968,6129,5734,7610,4143,2391,932,1942,3124,5445,4800,5695,4707,3918,3915,4073,2566,1956,2453,2483,5407,2678,3717,2150,89588,5145,6117,6414,3735,1752,727,1410,4205,5309,4857,4628,5444,4483,4568,4515,2595,3337,1632,3975,5222,3826,3772,1920
746,0500000US49057,"Weber County, Utah",260213,130851,10147,9080,11542,5987,3067,2864,1385,5819,10496,9700,9383,9639,7308,6489,6675,2398,4593,2460,2592,4201,2160,1803,1063,129362,9441,9184,10834,6281,3593,1563,1836,5403,10820,9401,9573,8000,6962,6507,6877,2788,4083,3105,2945,3846,3592,1739,989
747,0500000US50007,"Chittenden County, Vermont",163774,80663,4054,3826,4432,2878,3624,2629,1271,4349,7513,5037,5594,4699,4393,4903,5274,2071,2796,1658,2180,3291,2334,1481,376,83111,3502,3662,3569,2616,4238,2261,2796,3223,6486,5288,4940,4861,4923,5202,5413,1972,3254,2474,2121,3427,3342,2069,1472
748,0500000US51003,"Albemarle County, Virginia",109330,53622,3069,3108,3263,2305,3063,891,449,2311,3044,3022,3237,2925,2861,3638,3527,1651,1777,1135,1848,2755,1780,1037,926,55708,2491,3014,2538,1765,2972,1036,902,2076,3629,3706,3329,2907,2985,3494,3681,1236,2417,2004,1749,2849,1798,1602,1528
749,0500000US51013,"Arlington County, Virginia",236842,117364,6470,5024,6912,2402,1541,608,314,6536,15667,13215,11492,8142,8310,7021,7355,1810,3039,1551,2790,3013,1959,1337,856,119478,7244,4763,6970,3199,1975,243,597,7011,14816,12830,9521,10522,7473,6555,6428,2041,2774,1239,2139,5045,2414,1991,1688
750,0500000US51015,"Augusta County, Virginia",75558,38918,1468,1858,1860,1501,734,218,120,1699,2508,2595,2194,3305,2301,2702,3039,1243,1512,1073,1567,2022,1465,870,1064,36640,1532,2103,1546,1137,778,17,430,1283,1950,1888,2474,1870,2306,2757,2885,1161,1747,1755,1697,1499,1225,1704,896
751,0500000US51019,"Bedford County, Virginia",78997,38875,1723,3034,2006,1560,707,389,506,1361,2217,2074,1490,2399,2284,2548,2299,1709,2319,1358,1127,2353,1490,934,988,40122,1753,1944,2524,1437,1389,282,339,1558,1780,1713,1985,2382,2568,2834,3469,959,2241,1159,1216,2837,1497,1209,1047
752,0500000US51041,"Chesterfield County, Virginia",352802,170381,11061,12235,11814,7701,4582,2154,1406,7143,9962,10737,12348,10636,11539,11000,11244,5324,5331,3922,5453,6673,3978,2415,1723,182421,10250,9681,13039,7338,3439,2207,3293,6503,10745,11512,11907,12778,12909,11864,12469,4652,7772,4704,5692,8381,4924,2928,3434
753,0500000US51059,"Fairfax County, Virginia",1147532,569456,36853,37564,39031,23540,14929,5336,6459,21688,38475,39657,42262,39736,40195,38425,38379,13332,20143,10855,13711,20906,14288,7749,5943,578076,34982,31726,41061,22174,13469,6133,5453,22004,35792,37838,45719,38047,41647,40111,38354,15546,20843,12765,15246,22668,14158,10792,11548
754,0500000US51061,"Fauquier County, Virginia",71222,34392,1892,2691,2148,1387,1518,649,295,670,2079,1673,3087,1318,2076,2321,2860,653,1434,825,1359,1485,668,714,590,36830,2101,2393,2276,1563,552,241,496,1025,2708,1802,2223,2121,2331,2911,3417,855,1401,1268,687,1749,727,717,1266
755,0500000US51069,"Frederick County, Virginia",89313,44222,2435,2965,3786,1764,889,104,455,1802,2757,2316,2367,2773,3289,3219,2515,1248,2191,1082,1293,2103,1657,631,581,45091,2377,2289,3335,1359,698,644,351,1383,2649,3296,2788,2333,2706,3146,3134,2026,1959,785,1593,2373,1834,1016,1017
756,0500000US51085,"Hanover County, Virginia",107766,52555,2627,3530,3898,2113,1493,813,838,1551,2706,2619,3648,3405,3456,3349,4227,1265,2696,912,1765,2357,1427,939,921,55211,2439,2824,3716,2201,2123,482,417,1895,2378,2880,3532,3265,3435,4145,4075,1777,2438,1193,1570,3626,1662,1601,1537
757,0500000US51087,"Henrico County, Virginia",330818,157882,10408,10292,11558,7003,3017,1378,2150,6423,11510,11702,10963,10463,10173,10024,9974,4311,4919,2964,4362,5916,3795,2290,2287,172936,8675,9839,10560,5866,3099,1773,2193,5036,12455,12703,10898,11997,11578,11507,10974,5379,6234,3907,5842,8410,4795,4268,4948
758,0500000US51095,"James City County, Virginia",76523,36316,1648,2377,2292,861,693,172,107,1289,2216,2405,2260,1986,2144,2013,1977,1161,1496,506,1111,3953,2010,1004,635,40207,1971,1639,2213,2058,516,600,91,1362,1864,1802,1462,2810,2145,2602,2920,1712,1642,720,1809,3285,2169,1708,1107
759,0500000US51107,"Loudoun County, Virginia",413538,205374,14182,14654,19645,10151,5559,2041,2472,6310,9472,13030,18237,16322,17926,15194,13252,4434,4613,2514,3648,5149,2472,2403,1694,208164,14053,16962,15873,9746,4811,1466,1423,7394,10251,14389,16515,19320,17295,14553,13440,3564,4839,2930,3694,6514,3631,2865,2636
760,0500000US51121,"Montgomery County, Virginia",98535,50494,2185,1071,2636,1210,5966,2667,3097,4482,3390,3252,2223,3250,2213,2530,1760,1021,1856,943,484,1941,752,908,657,48041,1920,1883,2126,1045,4313,2456,2108,2925,3733,2741,2672,2083,2825,2843,3246,561,1428,527,832,2548,1262,1166,798
761,0500000US51153,"Prince William County, Virginia",470335,234984,17724,17645,19030,10667,6041,3230,3638,8493,15343,16064,18663,16605,17143,16217,14430,5387,6925,3616,4237,6840,3317,2376,1353,235351,16389,16923,17593,10339,5754,2791,2723,8518,15185,15840,19945,15722,17070,16213,15054,4938,7351,3645,5076,7971,4842,3203,2266
762,0500000US51161,"Roanoke County, Virginia",94186,45692,2695,1771,3489,1947,2117,656,417,775,2498,2377,2956,2518,3315,2904,2846,1624,1588,1481,1326,3017,1773,484,1118,48494,1813,2439,2858,1506,1912,251,489,1056,2591,3210,2920,2947,3159,3000,3818,1188,1717,1214,1929,3207,2200,1691,1379
763,0500000US51165,"Rockingham County, Virginia",81948,40521,2295,2758,2675,1671,974,539,1054,971,2161,2490,1705,2949,2982,2347,2831,836,1882,763,1302,2145,1019,1104,1068,41427,2151,2349,2364,1564,910,261,1215,1322,2332,2458,3216,1909,2612,2546,2716,1212,1665,700,1674,2191,1259,788,2013
764,0500000US51177,"Spotsylvania County, Virginia",136215,67815,4724,4839,5092,3291,2004,1076,374,2676,3911,3672,5755,4036,4181,4363,4684,1619,2715,822,1833,2784,1486,890,988,68400,3607,4018,5686,2635,1797,373,1219,2058,3825,4205,4569,4613,4541,5180,4988,1665,2324,1480,1827,3430,2064,1319,977
765,0500000US51179,"Stafford County, Virginia",152882,76940,5186,5426,6164,3278,2288,1000,1529,3565,4759,4733,5896,5819,5458,5169,6143,1197,1887,930,1527,2354,1388,858,386,75942,4721,6110,4970,3923,1727,677,383,3466,5216,4138,5494,6405,5155,5575,5860,1084,2166,1191,1569,2770,1921,782,639
